manufacturer,model,year,mileage,engine,transmission,drivetrain,fuel_type,mpg,exterior_color,interior_color,accidents_or_damage,one_owner,personal_use_only,seller_name,seller_rating,driver_rating,driver_reviews_num,price_drop,price
GMC,Sierra 3500 H/D,2011,189814.0,6.6L V8 32V DDI OHV Turbo Diesel,6-Speed Automatic,Four-wheel Drive,Diesel,,White,,1.0,0.0,0.0,Salmon River Motors/Quality Motors,,4.1,11.0,2000.0,26995.0
Honda,Odyssey Touring,2005,155693.0,3.5L V6 24V MPFI SOHC,5-Speed Automatic,Front-wheel Drive,Gasoline,20-28,Black,Gray,0.0,0.0,1.0,Car Planet,1.3,4.6,84.0,,4999.0
Mazda,Mazda3 AWD w/Premium Package,2021,2660.0,2.5L I4 16V GDI DOHC Turbo,6-Speed Automatic,All-wheel Drive,Gasoline,23-31,Machine Gray Metallic,Beige,0.0,1.0,1.0,Bergstrom Subaru of Green Bay,,4.9,18.0,342.0,32314.0
Mazda,CX-3 Sport,2020,15394.0,2.0L I4 16V GDI DOHC,6-Speed Automatic,All-wheel Drive,Gasoline,27-32,Jet Black Mica,Black,1.0,1.0,1.0,Driver's Village,2.7,4.8,12.0,,22281.0
Hyundai,Palisade Limited,2020,79698.0,3.8L V6 24V GDI DOHC,8-Speed Automatic,Front-wheel Drive,Gasoline,19-26,Becketts Black,Black,1.0,0.0,1.0,Mall of Georgia Ford,4.3,4.7,219.0,1500.0,35995.0
Lexus,GX 460 Base,2021,3634.0,4.6L V8 32V MPFI DOHC,6-Speed Automatic,Four-wheel Drive,Gasoline,15-19,Nightfall Mica,Sepia,0.0,1.0,1.0,Pohanka Lexus,3.7,4.6,9.0,250.0,54250.0
BMW,Z3 3.0i Roadster,2001,69114.0,3.0L I6 24V MPFI DOHC,5-Speed Automatic,Rear-wheel Drive,Gasoline,21-28,Blue,Black,0.0,0.0,1.0,S & S Motors,,4.7,43.0,1100.0,10995.0
Ford,F-250 Lariat,2017,75118.0,"Powerstroke 6.7L V-8 diesel direct injection, intercooled turbo,",Automatic,Four-wheel Drive,Diesel,0-0,Ingot Silver Metallic,Black,1.0,0.0,1.0,Bosco Auto Group,2.1,4.6,163.0,,66995.0
Chevrolet,Spark LS,2019,57702.0,1.4L I4 16V MPFI DOHC,Automatic CVT,FWD,Gasoline,30-38,Silver,Black,0.0,0.0,0.0,DriveTime of Plano,4.4,4.5,72.0,,18795.0
RAM,1500 Classic SLT,2021,17885.0,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Four-wheel Drive,Gasoline,16-23,Diamond Black,Black,1.0,0.0,0.0,HGreg.com Orlando,4.8,5.0,10.0,1000.0,33998.0
Nissan,Murano S,2019,44942.0,3.5L V6 24V MPFI DOHC,Automatic CVT,Front-wheel Drive,Gasoline,20-28,White,,1.0,0.0,1.0,Car Factory Outlet Miami,4.1,4.9,97.0,1290.0,19301.0
Jeep,Wrangler Rubicon,2017,31664.0,3.6L V6 24V MPFI DOHC,5-Speed Automatic,Four-wheel Drive,Gasoline,17-21,,,0.0,0.0,0.0,Beaver Toyota Cumming,4.6,4.7,114.0,500.0,36500.0
Volkswagen,Tiguan 2.0T Sport,2017,122975.0,2.0L I4 16V GDI DOHC Turbo,6-Speed Automatic,All-wheel Drive,Gasoline,20-24,Pure White,Black,0.0,0.0,0.0,Southern Motor Company,,4.8,94.0,,14789.0
Kia,Carnival LX,2023,16643.0,3.5L V6 24V PDI DOHC,Automatic,Front-wheel Drive,Gasoline,,Gray,Gray,0.0,1.0,1.0,CarMax Miami Lakes - Offering Express Pickup and Home Delivery,,4.9,1.0,,37998.0
Nissan,Leaf S,2013,43612.0,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Blue,Black,1.0,0.0,1.0,Midway Autohaus,3.4,4.2,59.0,499.0,9991.0
Subaru,Outback Premium,2020,18441.0,2.5L H4 16V GDI DOHC,Automatic CVT,All-wheel Drive,Gasoline,26-33,Ice Silver Metallic,Black,0.0,1.0,1.0,Koeppel Subaru,4.8,4.7,223.0,200.0,26998.0
Dodge,Durango GT,2019,67731.0,"Pentastar 3.6L V-6 DOHC, variable valve control, engine with 295",Automatic,Rear-wheel Drive,Gasoline,19-26,Granite Clearcoat,Black,1.0,0.0,0.0,Connell Country Used Cars,,4.7,61.0,,26980.0
Ford,Escape SEL,2019,62911.0,1.5L I4 16V GDI DOHC Turbo,6-Speed Automatic,Four-wheel Drive,Gasoline,22-28,Blue,,1.0,1.0,0.0,Taylor Kia of Lima,4.0,4.7,266.0,,20105.0
Toyota,Sequoia TRD Pro,2023,4165.0,3.5L V6 24V PDI DOHC Twin Turbo Hybrid,10-Speed Automatic,Four-wheel Drive,Hybrid,,Solar,Black,0.0,1.0,1.0,Toyota of Dallas,3.6,4.3,5.0,,109999.0
Honda,Pilot EX-L w/ Navigation,2016,93746.0,3.5L V6 24V GDI SOHC,6-Speed Automatic,Front-wheel Drive,Gasoline,19-27,NO COLOR,Sport,0.0,1.0,1.0,Ace Motors,,4.6,200.0,,22995.0
Mercedes-Benz,SL 450 Base,2017,46123.0,3.0L V6 24V GDI DOHC Twin Turbo,9-Speed Automatic,Rear-wheel Drive,Gasoline,20-28,Gray Metallic,Porcelain / Black,0.0,0.0,0.0,Chapman BMW on Camelback,4.7,4.8,6.0,1485.0,49460.0
Chevrolet,Spark LS,2018,34416.0,1.4L I4 16V MPFI DOHC,Automatic CVT,Front-wheel Drive,Gasoline,30-38,SPLASH,Jet Black,0.0,1.0,1.0,Pat McGrath Chevyland,4.4,4.6,41.0,,14498.0
Kia,Sportage LX,2020,12424.0,2.4L I4 16V GDI DOHC,6-Speed Automatic,All-wheel Drive,Gasoline,22-26,Clear White,Black,0.0,1.0,1.0,Chrysler Dodge Jeep RAM of Walla Walla,4.8,4.8,179.0,1000.0,23999.0
Mazda,CX-5 Grand Touring,2020,62946.0,2.5L I4 16V,6-Speed Automatic,All-wheel Drive,Gasoline,24-30,Deep Crystal Blue Mica,Black,0.0,1.0,0.0,Jeff Schmitt Mazda,4.8,4.9,140.0,,26424.0
Chevrolet,Colorado WT,2018,35756.0,2.5L I4 16V GDI DOHC,Automatic,Rear-wheel Drive,Gasoline,20-26,Summit White,Jet Black / Dark Ash,1.0,1.0,0.0,Family Motors,,4.6,248.0,1000.0,21995.0
Jeep,Compass Sport,2020,41764.0,2.4L I4 16V MPFI SOHC,6-Speed Automatic,Front-wheel Drive,Gasoline,23-32,Blue,Black,1.0,1.0,0.0,Doug Justus Auto Center,3.1,4.8,78.0,1000.0,20995.0
Nissan,Leaf S PLUS,2021,7205.0,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Glacier White,Black,0.0,1.0,1.0,Ron Bouchard's Nissan,4.3,,0.0,1589.0,28441.0
Ford,Expedition XLT,2014,146563.0,5.4L V8 24V MPFI SOHC Flexible Fuel,6-Speed Automatic,Four-wheel Drive,E85 Flex Fuel,13-18,Blue Jeans Metallic,Camel,0.0,0.0,1.0,Eide Ford-Lincoln Inc,4.7,4.6,24.0,,14000.0
Ford,Escape SE,2020,90450.0,1.5L I3 12V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,26-31,Blue,Gray,0.0,1.0,1.0,iDrive Auto Group,,4.6,235.0,,17995.0
Ford,Edge ST,2020,13465.0,2.7L V6 24V GDI DOHC Twin Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,19-26,Red,Ebony,0.0,1.0,1.0,Tustin Buick GMC,2.8,4.9,145.0,653.0,33449.0
Subaru,XV Crosstrek 2.0i Limited,2015,94157.0,2.0L H4 16V MPFI DOHC,Automatic CVT,All-wheel Drive,Gasoline,26-34,Ice Silver Metallic,Black,0.0,1.0,1.0,Columbia Motors,2.9,4.6,42.0,500.0,13491.0
Toyota,Sequoia SR5,2002,126497.0,4.7L V8 32V MPFI DOHC,4-Speed Automatic,Four-wheel Drive,Gasoline,14-17,Burgundy,Tan,0.0,0.0,0.0,KAS Auto Sales,,4.5,34.0,,12995.0
Nissan,Pathfinder SV,2020,62612.0,3.5L V6 24V GDI DOHC,Automatic CVT,Front-wheel Drive,Gasoline,20-27,Brilliant Silver,Charcoal,0.0,1.0,0.0,Lithia Subaru of Fresno,4.3,4.9,36.0,111.0,20445.0
Acura,ILX 2.0L w/Premium Package,2013,59121.0,2.0L I4 16V MPFI SOHC,5-Speed Automatic,Front-wheel Drive,Gasoline,,Diamond White Pearl,Ebony,1.0,0.0,0.0,Serra Honda Grandville,4.9,4.6,47.0,250.0,16300.0
Toyota,Corolla S,2004,167970.0,"1.8L I-4 DOHC, variable valve control, engine with 130HP",Automatic 4-Speed,Front-wheel Drive,Gasoline,34-34,Black,Black,1.0,0.0,1.0,83 Autos LLC,,4.4,75.0,1000.0,4950.0
Toyota,Tacoma SR5,2019,54801.0,3.5L V6 24V PDI DOHC,6-Speed Automatic,Rear-wheel Drive,Gasoline,19-24,Cavalry Blue,Gray,0.0,0.0,1.0,Pedersen Toyota,3.2,4.5,254.0,2000.0,30489.0
Subaru,Forester Limited,2022,3814.0,2.5L H4 16V GDI DOHC,Automatic CVT,All-wheel Drive,Gasoline,26-33,Autumn Green Metallic,Black,0.0,1.0,1.0,CarMax Myrtle Beach - Offering Express Pickup and Home Delivery,,4.9,12.0,1000.0,36998.0
GMC,Terrain SLT,2020,61422.0,1.5L I4 16V GDI DOHC Turbo,9-Speed Automatic,All-wheel Drive,Gasoline,25-28,Blue Emerald Metallic,Jet Black,1.0,1.0,0.0,Landers McLarty Dodge Chrysler Jeep Ram - Huntsville,4.8,4.6,81.0,101.0,23399.0
Mercedes-Benz,GLA 250 Base,2017,46787.0,2.0L I4 16V GDI DOHC Turbo,7-Speed Automatic with Auto-Shift,Front-wheel Drive,Gasoline,24-33,Citrus White,Shara Beige,0.0,0.0,0.0,Mercedes-Benz of Hilton Head,4.6,4.5,61.0,,24313.0
Lincoln,MKZ Reserve,2020,1643.0,2.0L I4 16V GDI DOHC Turbo,6-Speed Automatic,All-wheel Drive,Gasoline,20-29,White Platinum Tri-Coat Metallic,Ebony,0.0,1.0,0.0,Dave Smith Ford,2.9,4.8,13.0,1002.0,34067.0
INFINITI,QX80 Luxe,2021,60875.0,5.6L V8 32V GDI DOHC,7-Speed Automatic,Four-wheel Drive,Gasoline,13-19,Liquid Platinum,Graphite,0.0,1.0,0.0,Hertz Car Sales Smithtown,,4.3,2.0,248.0,38109.0
Ford,F-250 XLT,2021,17306.0,6.2L V8 16V MPFI SOHC Flexible Fuel,6-Speed Automatic,Four-wheel Drive,E85 Flex Fuel,,Gray,Medium Earth Gray,0.0,1.0,1.0,Hoffman Ford Lincoln,4.2,4.5,20.0,500.0,49495.0
Kia,Soul +,2016,101440.0,2.0L I4 16V GDI DOHC,6-Speed Automatic,FWD,Gasoline,24-31,Red,Black,0.0,0.0,1.0,CarMax Town Center - Offering Express Pickup and Home Delivery,,4.6,337.0,,14998.0
Ford,Expedition Eddie Bauer,2005,170000.0,5.4L V8 24V MPFI SOHC,4-Speed Automatic,Four-wheel Drive,Gasoline,14-18,Black,Medium Parchment,0.0,0.0,0.0,NJ Exotic Motors,3.8,4.3,44.0,,2795.0
Buick,Enclave Essence,2019,69819.0,3.6L V6 24V GDI DOHC,9-Speed Automatic,Front-wheel Drive,Gasoline,18-26,Ebony Twilight Metallic,Dark Galvanized,0.0,1.0,0.0,"Estle Chevrolet-Buick,LLC.",,4.6,63.0,,28988.0
Audi,A7 3.0T Premium Plus,2019,91854.0,3.0L V6 24V GDI DOHC Turbo,7-Speed Automatic with Auto-Shift,All-wheel Drive,Gasoline,22-29,Glacier White Metallic,Black,0.0,1.0,1.0,Mark Wahlberg Chevrolet,2.9,4.8,8.0,800.0,42790.0
RAM,1500 Big Horn,2020,50252.0,5.7L V8 16V MPFI OHV,8-Speed Automatic,Four-wheel Drive,Gasoline,19-24,Granite Crystal Clearcoat Metallic,Black,0.0,0.0,0.0,Northway Automotive Newton,3.1,4.8,207.0,,40497.0
Honda,Odyssey Touring,2019,35621.0,3.5L V6 24V GDI SOHC,10-Speed Automatic,Front-wheel Drive,Gasoline,19-28,Lunar Silver Metallic,Gray,0.0,1.0,1.0,Jeff Wyler Superior Honda,3.1,4.6,135.0,,38428.0
Chevrolet,Colorado WT,2020,62968.0,3.6L V6 24V GDI DOHC,8-Speed Automatic,Rear-wheel Drive,Gasoline,,Red,Jet Black / Dark Ash,0.0,1.0,1.0,Gateway Chevrolet Cadillac,4.8,4.4,55.0,,25331.0
Subaru,Outback Limited,2020,40832.0,2.5L H4 16V GDI DOHC,Automatic CVT,All-wheel Drive,Gasoline,26-33,Autumn Green Metallic,Ivory,0.0,0.0,1.0,Maguire Honda of Ithaca,,4.7,223.0,696.0,28895.0
Lincoln,Nautilus Reserve,2022,3651.0,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,20-25,Pristine White,Sandstone,0.0,1.0,1.0,Haggerty Ford,4.8,4.5,2.0,1000.0,50995.0
Dodge,Ram 2500 Laramie,2006,81184.0,5.7L V8 16V MPFI OHV,Automatic,Four-wheel Drive,Gasoline,,Blue,Tan,0.0,1.0,1.0,Crown Motors PDX,,4.5,41.0,,25995.0
BMW,650 Gran Coupe i,2017,62861.0,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,17-24,Special,White,0.0,0.0,1.0,Lease Return Center,2.8,4.1,1.0,,29777.0
Subaru,Legacy,2017,122004.0,3.6L H6 24V MPFI DOHC,Automatic CVT,All-wheel Drive,Gasoline,20-28,Twilight Blue Metallic,Ivory,1.0,0.0,0.0,Lexus of Omaha,4.8,4.8,126.0,500.0,17000.0
Ford,Explorer Limited,2020,51632.0,"EcoBoost 2.3L I-4 gasoline direct injection, DOHC, variable valv",Automatic,Four-wheel Drive,Gasoline,20-0,Oxford White,Ebony,0.0,1.0,1.0,CarPoint Auto Group,4.6,4.5,254.0,,32889.0
Buick,Envision Preferred,2019,88122.0,2.5L I4 16V GDI DOHC,6-Speed Automatic,All-wheel Drive,Gasoline,21-27,Ebony Twilight Metallic,Light Neutral,0.0,1.0,1.0,Cole Nissan,4.9,4.7,72.0,990.0,19998.0
BMW,430 Gran Coupe i,2018,48901.0,"2L I-4 gasoline direct injection, DOHC, variable valve control,",Automatic,Rear-wheel Drive,Gasoline,24-34,Glacier Silver Metallic,Black w/Dark Oyster Highlight,0.0,0.0,0.0,Prestige Cars,,4.9,24.0,,28990.0
Chevrolet,Suburban LS,2007,148286.0,5.3L V8 16V MPFI OHV,4-Speed Automatic,Rear-wheel Drive,,,Black,Gray,0.0,1.0,1.0,United Sports & Autos,1.8,4.5,70.0,,10950.0
BMW,330 i,2020,64955.0,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,26-36,Alpine White,Black,0.0,1.0,0.0,Team Kia Of Bend,4.9,4.6,26.0,841.0,28244.0
Jeep,Grand Cherokee Limited,2022,11636.0,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Rear-wheel Drive,Gasoline,,Metallic,Beige / Black,0.0,1.0,0.0,Family Ford Chrysler Dodge Jeep Ram,,4.6,4.0,1500.0,40999.0
Ford,Mustang Mach-E GT,2022,1089.0,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Shadow Black,Black Onyx,0.0,1.0,1.0,Don McGill Toyota of Houston,4.5,4.9,4.0,,58983.0
Mercedes-Benz,GLA 250 Base 4MATIC,2020,32799.0,2.0L I4 16V GDI DOHC Turbo,7-Speed Automatic with Auto-Shift,All-wheel Drive,Gasoline,22-30,Midnight Black,Black,0.0,0.0,0.0,Mercedes-Benz of Goldens Bridge,4.4,4.9,13.0,209.0,31991.0
Ford,Fusion Titanium,2016,140760.0,2.0L I4 16V GDI DOHC Turbo,6-Speed Automatic,Front-wheel Drive,Gasoline,22-33,Burgundy,Black,1.0,0.0,0.0,Ridgeway's Auto Sales,,4.6,296.0,,10900.0
Nissan,Versa 1.6 SV,2019,69942.0,1.6L I4 16V MPFI DOHC,Automatic CVT,Front-wheel Drive,Gasoline,,Black,Black,0.0,1.0,0.0,DriveTime of NW Cincinnati,,4.4,49.0,100.0,16995.0
Chevrolet,Camaro LT,2020,56336.0,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,20-30,Red,Black,1.0,0.0,0.0,DriveTime of Raleigh,,4.9,28.0,300.0,27897.0
BMW,750 i xDrive,2022,6763.0,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,17-24,Black Sapphire Metallic,Black,0.0,1.0,0.0,Bergstrom Luxury on Victory Lane,4.2,,0.0,,99121.0
Honda,Civic LX,2019,61720.0,2.0L I4 16V MPFI DOHC,Automatic CVT,Front-wheel Drive,Gasoline,30-38,Aegean Blue Metallic,Black,0.0,1.0,1.0,Inver Grove Honda,4.8,4.9,277.0,,20490.0
Hyundai,Genesis 3.8,2016,106107.0,"Lambda 3.8L V-6 gasoline direct injection, DOHC, D-CVVT variable",Automatic,Rear-wheel Drive,Gasoline,18-29,Santiago Silver,Grey,1.0,0.0,1.0,Courtesy Chrysler Dodge Jeep Ram,4.8,4.8,58.0,2000.0,17969.0
Kia,EV6 GT-Line,2022,15258.0,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Steel,Black,0.0,1.0,1.0,Buerkle Hyundai,3.8,4.7,13.0,501.0,51699.0
Toyota,Camry XSE,2022,27720.0,2.5L I4 16V PDI DOHC,8-Speed Automatic,Front-wheel Drive,Gasoline,27-38,Celestial Silver Metallic,Black,0.0,1.0,1.0,AutoNation Honda at Bel Air Mall,4.7,5.0,2.0,510.0,32477.0
Jaguar,F-TYPE Base,2020,21421.0,I4,Automatic,Rear-wheel Drive,Gasoline,23-30,Caldera Red,Cirrus / Ebony,1.0,0.0,0.0,CarMax Tupelo - Offering Express Pickup and Home Delivery,,5.0,1.0,1000.0,45998.0
Nissan,Pathfinder Platinum,2020,32184.0,3.5L V6 24V GDI DOHC,Automatic CVT,Four-wheel Drive,Gasoline,19-26,Glacier White,Almond,0.0,1.0,1.0,Wood City Motors,3.0,4.9,36.0,500.0,37491.0
Honda,CR-V EX,2012,100692.0,2.4L I4 16V MPFI DOHC,5-Speed Automatic,All-wheel Drive,Gasoline,22-30,Gray,Black,0.0,1.0,1.0,Hi Lo Auto Sales of Frederick,2.4,4.5,213.0,198.0,14799.0
Toyota,Land Cruiser,1990,150605.0,4.0L I6 12V OHV,4-Speed Automatic,Four-wheel Drive,Gasoline,,Blue,Gray,0.0,0.0,0.0,Southern Trust Auto Group,,,0.0,,49999.0
BMW,X3 3.0i,2005,158352.0,3.0L,Automatic 5-Speed,All-wheel Drive,Gasoline,17-25,Silver,Gray,0.0,0.0,1.0,Mudarri Motorsports,2.5,4.6,31.0,,5999.0
Ford,Focus Titanium,2015,85008.0,2.0L I4 16V GDI DOHC Flexible Fuel,6-Speed Automatic with Auto-Shift,Front-wheel Drive,E85 Flex Fuel,26-38,Gray,,0.0,1.0,1.0,J Brinks Motor Sales,,4.1,172.0,,12200.0
Nissan,Sentra 2.0 S,2012,73970.0,2.0L I4 16V MPFI DOHC,Automatic CVT,Front-wheel Drive,Gasoline,27-34,Magnetic Gray,Charcoal,0.0,0.0,1.0,Del Toro Auto Sales,4.9,4.3,72.0,,9999.0
Lexus,NX 300 F Sport,2020,28106.0,2.0L I4 16V PDI DOHC Turbo,6-Speed Automatic,Front-wheel Drive,Gasoline,22-28,Black,Red,0.0,1.0,1.0,CarMax Jacksonville - Offering Express Pickup and Home Delivery,,4.8,39.0,2000.0,36998.0
Toyota,Avalon Hybrid Limited,2018,52873.0,2.5L I4 16V MPFI DOHC Hybrid,Automatic CVT,Front-wheel Drive,Hybrid,40-39,Celestial Silver Metallic,Light Gray,0.0,1.0,1.0,Fort's Toyota of Pekin,4.7,4.7,18.0,1500.0,28000.0
Toyota,Corolla Hatchback SE,2019,36194.0,2.0L,Continuously Variable Transmission,,Gasoline,,OXIDE BRONZE ME.,FA20,0.0,0.0,1.0,Hamer Toyota,4.7,4.8,54.0,,24972.0
Audi,A5 2.0T Premium Plus,2016,57560.0,2.0L I4 16V GDI DOHC Turbo Flexible Fuel,8-Speed Automatic,All-wheel Drive,E85 Flex Fuel,21-29,Ibis White w/ Black Roof,Brown,1.0,0.0,1.0,"Dougherty Auto Sales, Inc.",,4.8,25.0,2000.0,27950.0
BMW,X5 M50i,2023,2622.0,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,,Alpine White,Cognac,0.0,1.0,1.0,Tulley Automotive Group,4.4,,0.0,278.0,88715.0
Jeep,Wrangler Sport,2023,1992.0,3.0L V6 24V DDI DOHC Turbo Diesel,Automatic,Four-wheel Drive,Diesel,,Sarge Green Clearcoat,Heritage Tan,0.0,1.0,1.0,Hendrick Chevrolet Hoover,4.9,5.0,3.0,,46985.0
Volvo,S60 T6 Momentum,2020,18747.0,2.0L I4 16V GDI DOHC,8-Speed Automatic,All-wheel Drive,Gasoline,21-32,Denim Blue,,0.0,1.0,1.0,Gorges Volvo Cars,4.8,4.9,24.0,100.0,32455.0
Mazda,Mazda3 i SV,2014,89683.0,2.0L I4 16V GDI DOHC,6-Speed Automatic,Front-wheel Drive,Gasoline,,Meteor Gray Mica,Black,0.0,0.0,0.0,Southwest Motors,4.2,4.6,134.0,,13985.0
Nissan,Altima 2.5,2017,132361.0,2.5L I4 16V MPFI DOHC,Automatic CVT,Front-wheel Drive,Gasoline,,Black,Black,1.0,0.0,0.0,Metro Auto,2.7,4.7,316.0,,12995.0
BMW,X6 M Competition,2020,12479.0,Twin Turbo Premium Unleaded V-8 4.4 L/268,Automatic,All-wheel Drive,Gasoline,13-18,Marina Bay Blue Metallic,Black,1.0,1.0,1.0,BMW of Tyler,3.8,4.0,2.0,,94672.0
INFINITI,FX35,2009,123721.0,3.5L V6 24V MPFI DOHC,7-Speed Automatic,Rear-wheel Drive,Gasoline,16-23,Platinum Graphite Metallic,Graphite,1.0,0.0,1.0,Vandergriff Chevrolet,3.8,4.7,24.0,,12219.0
Lexus,LS 460 Base,2014,112058.0,4.6L V8 32V PDI DOHC,8-Speed Automatic,All-wheel Drive,Gasoline,16-23,,,0.0,0.0,1.0,Premium Auto Collection,,4.9,33.0,1100.0,21995.0
Subaru,Impreza Sport,2020,43277.0,Regular Unleaded H-4 2.0 L/122,Manual,All-wheel Drive,Gasoline,22-30,Crystal Black Silica,Black,0.0,1.0,1.0,Rick Hendrick Chevrolet of Buford,4.7,4.7,34.0,200.0,23485.0
Chevrolet,Suburban Z71,2022,16670.0,6.2L V8 16V GDI OHV,Automatic,Four-wheel Drive,Gasoline,,Black,Jet Black,1.0,1.0,1.0,FREDERICKSBURG CHEVROLET BUICK GMC,,5.0,3.0,,74500.0
Audi,S6 2.9T Premium Plus,2021,19292.0,2.9L V6 24V GDI DOHC Twin Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,18-28,Daytona Gray Pearl Effect,Black,0.0,1.0,1.0,Lake Norman Chrysler Dodge Jeep Ram,4.7,5.0,1.0,1000.0,63000.0
Volkswagen,Tiguan 2.0T SE,2021,57236.0,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,21-27,Deep Black Pearl Effect,Black,0.0,1.0,0.0,Armstrong VW,1.7,4.7,16.0,200.0,24790.0
Cadillac,Escalade ESV Premium Luxury,2019,29098.0,6.2L V8 16V GDI OHV,10-Speed Automatic,Rear-wheel Drive,Gasoline,14-23,Crystal White Tri-Coat,Kona Brown,1.0,1.0,1.0,HGreg.com Doral,4.8,5.0,6.0,2000.0,50998.0
GMC,Sierra 1500 Denali,2017,92597.0,6.2L V8 16V GDI OHV,8-Speed Automatic,Four-wheel Drive,Gasoline,15-21,White Frost Tri-Coat,Cocoa,0.0,0.0,1.0,Laura Ford of Sullivan,4.2,4.6,190.0,,34995.0
RAM,ProMaster 2500 Base,2021,47796.0,3.6L V6 24V MPFI DOHC,6-Speed Automatic,Front-wheel Drive,Gasoline,,White,,0.0,1.0,0.0,Charbonneau Car Center,,,0.0,,39999.0
GMC,Yukon Denali,2015,70998.0,6.2L V8 16V GDI OHV,Automatic,Rear-wheel Drive,Gasoline,15-22,Champagne Silver,Cocoa,0.0,0.0,1.0,Lou Bachrodt Pompano Chevrolet,2.5,4.4,82.0,800.0,25600.0
Ford,Fusion Hybrid SE,2019,35648.0,2.0L I4 16V MPFI DOHC Hybrid,Automatic CVT,Front-wheel Drive,Hybrid,43-41,White,Ebony,1.0,1.0,0.0,Russ Darrow Waukesha Mitsubishi,4.4,4.8,54.0,761.0,19994.0
Honda,Accord LX,2013,129726.0,2.4L I4 16V GDI DOHC,Automatic CVT,Front-wheel Drive,Gasoline,27-36,White,Black,0.0,0.0,1.0,Penske Honda,4.7,4.5,389.0,248.0,12501.0
Ford,Edge SE,2017,74393.0,"EcoBoost 2L I-4 gasoline direct injection, DOHC, variable valve",Automatic,All-wheel Drive,Gasoline,20-0,GRAY,,0.0,0.0,0.0,Bulldog Motors,,4.7,293.0,,17888.0
Land Rover,Range Rover Velar P380 S,2018,52391.0,3.0L V6 24V GDI DOHC Supercharged,8-Speed Automatic,Four-wheel Drive,Gasoline,18-24,Narvik Black,Ebony,0.0,0.0,1.0,Ultimate Motorsports Inc.,4.6,4.0,82.0,,37480.0
Ford,F-250,2001,186636.0,7.3L V8 16V DDI OHV Turbo Diesel,4-Speed Automatic,Rear-wheel Drive,Diesel,,Gold,Tan,0.0,0.0,1.0,Advanced Auto Wholesale,,4.5,33.0,,16995.0
Chevrolet,Bolt EV LT,2019,26852.0,Electric,1-Speed Automatic,Front-wheel Drive,Electric,,Mosaic Black Metallic,Dark Galvanized,0.0,1.0,1.0,Molye Chevrolet,4.9,4.5,49.0,4001.0,24999.0
Ford,Expedition Platinum,2018,98271.0,3.5L V6 24V GDI DOHC Twin Turbo,10-Speed Automatic,Four-wheel Drive,Gasoline,17-22,Shadow Black,Ebony,0.0,1.0,1.0,Dahl Ford of Onalaska,4.8,4.7,65.0,100.0,37800.0
Ford,Edge SEL,2020,22195.0,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,21-28,Iconic Silver Metallic,Dune,1.0,1.0,1.0,Gateway Toyota,4.1,4.9,145.0,738.0,27041.0
Volkswagen,GTI 2-Door,2012,78186.0,2.0L I4 16V GDI DOHC Turbo,6-Speed Manual,Front-wheel Drive,Gasoline,21-31,Blue,Black,0.0,1.0,1.0,"Cars Of Tampa, Inc",3.9,4.5,55.0,,16995.0
Ford,Expedition Max XLT,2022,13329.0,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Four-wheel Drive,Gasoline,,Black Metallic,Black Onyx,,,,Twin Pine Ford,4.7,,0.0,3831.0,60900.0
Honda,Pilot EX-L,2018,47842.0,3.5L V6 24V GDI SOHC,6-Speed Automatic,All-wheel Drive,Gasoline,18-26,Deep Scarlet Pearl,Beige,0.0,0.0,1.0,AutoLenders Voorhees,4.5,4.6,225.0,250.0,28366.0
Jeep,Cherokee High Altitude,2020,28798.0,3.2L V6 24V MPFI DOHC,9-Speed Automatic,Four-wheel Drive,Gasoline,19-27,Velvet Red Pearlcoat,Black,0.0,1.0,1.0,Napleton Kia of Carmel,4.4,4.8,153.0,762.0,28998.0
Mercedes-Benz,E-Class E 63 AMG S-Model 4MATIC,2015,55800.0,5.5L V8 32V GDI DOHC Twin Turbo,7-Speed Automatic,All-wheel Drive,Gasoline,15-22,designo Magno Alanite Gray,Gray / Dark Gray,0.0,0.0,1.0,Kia of Riverdale,4.0,4.8,61.0,6109.0,46780.0
